Case Number,City,Zip,Date Filed,Date Closed,Case Type,Type of Complaint,Case Disposition,Location
40951,SILVER SPRING,20904,09/18/2020,01/23/2021,OLTA-TMF,Maintenance - Water Damages,Acceptable explanation,"SILVER SPRING 20904
(39.066507, -76.979098)"
31729,Silver Spring,20906,06/08/2010,06/14/2010,OLTA-TMF,Eviction,Acceptable explanation,"Silver Spring 20906
(39.083452, -77.060664)"
30657,Kensington,20895,02/05/2009,02/12/2009,OLTA-TSF,Maintenance- General,Referred to a Montgomery County Agency,"Kensington 20895
(39.027698, -77.077422)"
32903,Silver Spring,20910,10/27/2011,11/29/2011,OLTA-TMF,Rent Increase,Service performed or corrected,"Silver Spring 20910
(39.001851, -77.034885)"
30749,Silver Spring,20901,03/23/2009,04/29/2009,OLTA-TMF,Quit and Vacate,Refund (payments/deposits),"Silver Spring 20901
(39.020211, -77.009764)"
31247,Silver Spring,20901,11/09/2009,12/16/2009,OLTA-TMF,Security Deposit,Complaint withdrawn,"Silver Spring 20901
(39.020211, -77.009764)"
40093,BETHESDA,20814,07/10/2019,07/12/2019,OLTA-TMF,Rent Payment History,Acceptable explanation,"BETHESDA 20814
(39.003061, -77.102949)"
31082,Rockville,20852,09/01/2009,10/08/2009,OLTA-TMF,Security Deposit,Dismissed by Landlord-Tenant Commission,"Rockville 20852
(39.050009, -77.125351)"
30728,Chevy Chase,20815,03/11/2009,11/30/2009,OLTA-TMF,Security Deposit,Refund (payments/deposits),"Chevy Chase 20815
(38.982537, -77.079131)"
36260,Chevy Chase,20815,12/07/2016,06/21/2017,OLTA-TMF,Maintenance - Plumbing,Acceptable explanation,"Chevy Chase 20815
(38.982537, -77.079131)"
31378,Rockville,20852,01/14/2010,04/20/2010,OLTA-TMF,Security Deposit,Refund (payments/deposits),"Rockville 20852
(39.050009, -77.125351)"
40542,SILVER SPRING,20906,01/16/2020,02/07/2020,OLTA-TSF,Lease Agreement-Early Termination,Settlement Agreement,"SILVER SPRING 20906
(39.083452, -77.060664)"
41788,GERMANTOWN,20874,12/01/2021,01/13/2022,OLTA-LSF,Fee,Referred to a MD State Government agency,"GERMANTOWN 20874
(39.158483, -77.280856)"
38213,ROCKVILLE,20852,05/10/2018,07/03/2018,OLTA-TMF,Fee,Other- no communication from tenant,"ROCKVILLE 20852
(39.050009, -77.125351)"
35736,Rockville,20852,03/07/2016,04/06/2016,OLTA-TMF,Security Deposit,Referred to Landlord-Tenant Commission,"Rockville 20852
(39.050009, -77.125351)"
36130,Bethesda,20817,09/27/2016,11/08/2016,OLTA-LSF,Security Deposit,Refund (payments/deposits),"Bethesda 20817
(38.998099, -77.143306)"
42936,GERMANTOWN,20874,02/09/2022,04/05/2022,OLTA-TMF,Quit and Vacate,Dismissed by Landlord-Tenant Commission,"GERMANTOWN 20874
(39.158483, -77.280856)"
41751,SILVER SPRING,20906,11/15/2021,04/13/2022,OLTA-TMF,Other-Miscellaneous,Acceptable explanation,"SILVER SPRING 20906
(39.083452, -77.060664)"
34871,Gaithersburg,20886,11/19/2014,12/19/2014,OLTA-TMF,Security Deposit,Refund (payments/deposits),"Gaithersburg 20886
(39.179257, -77.193738)"
32787,Germantown,20874,09/14/2011,10/18/2011,OLTA-TSF,Maintenance - Infestation,Acceptable explanation,"Germantown 20874
(39.158483, -77.280856)"
40404,SILVER SPRING,20910,11/07/2019,12/13/2019,OLTA-TMF,Rent Payment History,Refund/Rent Credit,"SILVER SPRING 20910
(39.001851, -77.034885)"
33493,North Bethesda,20852,10/08/2012,12/10/2012,OLTA-TMF,,Acceptable explanation,"North Bethesda 20852
(39.050009, -77.125351)"
41121,SILVER SPRING,20904,12/17/2020,01/26/2021,OLTA-TMF,Fee,Refund/Rent Credit,"SILVER SPRING 20904
(39.066507, -76.979098)"
39528,GAITHERSBURG,20877,10/01/2018,01/18/2019,OLTA-TSF,Security Deposit,Refund (payments/deposits),"GAITHERSBURG 20877
(39.140752, -77.187359)"
38056,Germantown,20874,02/12/2018,04/06/2018,OLTA-TMF,Lease Agreement,Complaint withdrawn,"Germantown 20874
(39.158483, -77.280856)"
38293,BETHESDA,20814,06/20/2018,07/06/2018,OLTA-TMF,Money Damages - Spoiled Food,Refund/Rent Credit,"BETHESDA 20814
(39.003061, -77.102949)"
30940,Olney,20832,07/02/2009,08/08/2009,OLTA-TSF,Lease Agreement,Other- no communication from tenant,"Olney 20832
(39.152328, -77.073205)"
34360,Silver Spring,20906,03/12/2014,03/18/2014,OLTA-TMF,Rent,Complaint withdrawn,"Silver Spring 20906
(39.083452, -77.060664)"
35075,Silver Spring,20910,03/19/2015,03/20/2015,OLTA-TSF,Security Deposit,Referred to a MD State Government agency,"Silver Spring 20910
(39.001851, -77.034885)"
44084,SILVER SPRING,20904,04/21/2022,07/27/2022,OLTA-TMF,Rent Payment History,Refund (payments/deposits),"SILVER SPRING 20904
(39.066507, -76.979098)"
41020,SILVER SPRING,20901,10/29/2020,11/10/2020,OLTA-TSF,Security Deposit,Refund (payments/deposits),"SILVER SPRING 20901
(39.020211, -77.009764)"
45169,SILVER SPRING,20910,06/06/2022,07/14/2022,OLTA-TMF,Lease Agreement-Early Termination,Acceptable explanation,"SILVER SPRING 20910
(39.001851, -77.034885)"
44044,SILVER SPRING,20910,03/23/2022,04/07/2022,OLTA-TMF,Money Damages - Fire,Referred to a Montgomery County Agency,"SILVER SPRING 20910
(39.001851, -77.034885)"
31028,Chevy Chase,20815,08/07/2009,08/18/2009,OLTA-TMF,Rent Increase,Acceptable explanation,"Chevy Chase 20815
(38.982537, -77.079131)"
48025,SILVER SPRING,20902,03/30/2023,04/06/2023,OLTA-TMF,Quit and Vacate,Service performed or corrected,"SILVER SPRING 20902
(39.03819, -77.04669)"
31151,Silver Spring,20906,09/30/2009,11/19/2009,OLTA-TSF,Lease Agreement,Lease completion,"Silver Spring 20906
(39.083452, -77.060664)"
47709,BETHESDA,20814,01/18/2023,06/02/2023,OLTA-TMF,Rent Increase,Acceptable explanation,"BETHESDA 20814
(38.98706, -77.0987)"
32435,Silver Spring,20904,03/29/2011,04/22/2011,OLTA-TMF,Rent Payment History,Service performed or corrected,"Silver Spring 20904
(39.066507, -76.979098)"
35821,Germantown,20874,04/27/2016,06/14/2016,OLTA-TSF,Security Deposit,Refund (payments/deposits),"Germantown 20874
(39.158483, -77.280856)"
35819,Silver Spring,20906,04/27/2016,05/24/2016,OLTA-LSF,Quit and Vacate,Referred to a MD State Government agency,"Silver Spring 20906
(39.083452, -77.060664)"
35328,Germantown,20874,08/03/2015,08/04/2015,OLTA-TMF,Security Deposit,Complaint noted for the record,"Germantown 20874
(39.158483, -77.280856)"
40249,SILVER SPRING,20904,09/05/2019,12/19/2019,OLTA-TMF,Security Deposit,Refund/Rent Credit,"SILVER SPRING 20904
(39.066507, -76.979098)"
45489,SILVER SPRING,20902,10/12/2022,11/22/2022,OLTA-TMF,Lease Agreement,Acceptable explanation,"SILVER SPRING 20902
(39.03819, -77.04669)"
32558,Silver Spring,20904,06/06/2011,07/20/2011,OLTA-TSF,Security Deposit,Settlement Agreement,"Silver Spring 20904
(39.066507, -76.979098)"
39486,SILVER SPRING,20906,09/11/2018,10/12/2018,OLTA-TMF,Failure to Pay Rent,Acceptable explanation,"SILVER SPRING 20906
(39.083452, -77.060664)"
45393,ROCKVILLE,20850,09/08/2022,03/01/2023,OLTA-TMF,Rent Increase,Other- no communication from tenant,"ROCKVILLE 20850
(39.08196, -77.15118)"
36224,Silver Spring,20904,11/09/2016,01/18/2017,OLTA-TMF,Ratio Utility Billing,Acceptable explanation,"Silver Spring 20904
(39.066507, -76.979098)"
41492,SILVER SPRING,20906,08/10/2021,03/02/2022,OLTA-TMF,Maintenance- General,Service performed or corrected,"SILVER SPRING 20906
(39.083452, -77.060664)"
32075,Takoma Park,20912,10/15/2010,12/16/2010,OLTA-LEASE REVIEW,Lease Agreement,Lease completion,"Takoma Park 20912
(38.982019, -77.000534)"
45146,ROCKVILLE,20852,05/26/2022,06/08/2022,OLTA-TMF,Lease Agreement,Complaint noted for the record,"ROCKVILLE 20852
(39.050009, -77.125351)"
32847,Silver Spring,20910,10/11/2011,12/13/2011,OLTA-TMF,Renovation,Settlement Agreement,"Silver Spring 20910
(39.001851, -77.034885)"
33456,Rockville,20852,09/19/2012,11/19/2012,OLTA-TMF,Fee,Acceptable explanation,"Rockville 20852
(39.050009, -77.125351)"
36483,Takoma Park,20912,04/20/2017,04/24/2017,OLTA-TMF,Quit and Vacate,Non-jurisdiction-Geographic Location,"Takoma Park 20912
(38.982019, -77.000534)"
32579,Poolesville,20837,06/15/2011,06/17/2011,OLTA-LSF,No Jurisdiction-Geographical,No jurisdiction,"Poolesville 20837
(39.121439, -77.402558)"
34521,Bethesda,20814,06/06/2014,06/17/2014,OLTA-TSF,Reduction in Services,Acceptable explanation,"Bethesda 20814
(39.003061, -77.102949)"
31848,Silver Spring,20910,08/02/2010,08/06/2010,OLTA-LSF,Rent Payment History,Other- no communication from tenant,"Silver Spring 20910
(39.001851, -77.034885)"
34193,Chevy Chase,20815,11/15/2013,12/04/2013,OLTA-TSF,Security Deposit,Refund (payments/deposits),"Chevy Chase 20815
(38.982537, -77.079131)"
40099,SILVER SPRING,20906,07/10/2019,12/17/2019,OLTA-TMF,Rent Payment History,Acceptable explanation,"SILVER SPRING 20906
(39.083452, -77.060664)"
31972,Silver Spring,20902,09/16/2010,09/16/2010,OLTA-TSF,No Jurisdiction-Geographical,Non-jurisdiction-Room Rental,"Silver Spring 20902
(39.042613, -77.046758)"
33695,Silver Spring,20904,02/19/2013,03/04/2013,OLTA-TMF,Quit and Vacate,Acceptable explanation,"Silver Spring 20904
(39.066507, -76.979098)"
35644,Silver Spring,20910,12/22/2015,03/31/2016,OLTA-TMF,Security Deposit,Settlement Agreement,"Silver Spring 20910
(39.001851, -77.034885)"
40970,GERMANTOWN,20874,09/30/2020,12/08/2020,OLTA-TSF,Security Deposit,Refund (payments/deposits),"GERMANTOWN 20874
(39.158483, -77.280856)"
34718,Silver Spring,20902,09/15/2014,09/26/2014,OLTA-TSF,Security Deposit,Refund (payments/deposits),"Silver Spring 20902
(39.042613, -77.046758)"
40238,SILVER SPRING,20902,09/04/2019,09/19/2019,OLTA-TMF,Security Deposit,Complaint withdrawn,"SILVER SPRING 20902
(39.042613, -77.046758)"
38048,Olney,20832,02/06/2018,04/17/2018,OLTA-TMF,Rent Increase,Refund/Rent Credit,"Olney 20832
(39.152328, -77.073205)"
40939,CLARKSBURG,20871,08/05/2020,11/05/2020,OLTA-TSF,Maintenance- General,Service performed or corrected,"CLARKSBURG 20871
(39.250697, -77.27543)"
36185,North Bethesda,20817,10/18/2016,01/31/2017,OLTA-TMF,Harassment,Acceptable explanation,"North Bethesda 20817
(38.998099, -77.143306)"
31838,Burtonsville,20866,07/28/2010,08/10/2010,OLTA-TSF,,Referred to a MD State Government agency,"Burtonsville 20866
(39.103016, -76.935049)"
35764,Silver Spring,20910,03/31/2016,05/12/2016,OLTA-TMF,Lease Agreement,Lease completion,"Silver Spring 20910
(39.001851, -77.034885)"
40277,SILVER SPRING,20902,09/13/2019,09/20/2019,OLTA-TMF,Fee,Refund (payments/deposits),"SILVER SPRING 20902
(39.042613, -77.046758)"
40121,SILVER SPRING,20901,07/25/2019,06/09/2020,OLTA-TMF,Eviction,Acceptable explanation,"SILVER SPRING 20901
(39.020211, -77.009764)"
30628,Rockville,20852,01/22/2009,01/30/2009,OLTA-TMF,,Complaint withdrawn,"Rockville 20852
(39.050009, -77.125351)"
42993,SILVER SPRING,20910,03/08/2022,03/10/2022,OLTA-TMF,Money Damage - General,Referred to a Montgomery County Agency,"SILVER SPRING 20910
(39.001851, -77.034885)"
34649,Mont. Village,20886,08/13/2014,10/22/2014,OLTA-TMF,Security Deposit,Complaint withdrawn,"Mont. Village 20886
(39.179257, -77.193738)"
34638,Silver Spring,20906,08/12/2014,09/19/2014,OLTA-TSF,Quit and Vacate,Service performed or corrected,"Silver Spring 20906
(39.083452, -77.060664)"
34522,Bethesda,20816,06/06/2014,07/22/2014,OLTA-TSF,Quit and Vacate,Acceptable explanation,"Bethesda 20816
(38.958638, -77.115455)"
35668,Silver Spring,20906,01/13/2016,01/14/2016,OLTA-TMF,N/A,Complaint noted for the record,"Silver Spring 20906
(39.083452, -77.060664)"
42958,SILVER SPRING,20906,02/18/2022,09/12/2022,OLTA-TMF,Security Deposit,Complaint withdrawn,"SILVER SPRING 20906
(39.083452, -77.060664)"
34143,Burtonsville,20866,10/21/2013,12/02/2013,OLTA-TSF,Security Deposit,Acceptable explanation,"Burtonsville 20866
(39.103016, -76.935049)"
33683,Mont. Village,20886,02/06/2013,04/08/2013,OLTA-TSF,Security Deposit,Acceptable explanation,"Mont. Village 20886
(39.179257, -77.193738)"
38214,ROCKVILLE,20852,05/10/2018,07/09/2018,OLTA-TMF,Eviction,Acceptable explanation,"ROCKVILLE 20852
(39.050009, -77.125351)"
31911,Burtonsville,20866,08/20/2010,10/04/2010,OLTA-TMF,Security Deposit,Acceptable explanation,"Burtonsville 20866
(39.103016, -76.935049)"
35362,Germantown,20874,08/14/2015,09/14/2015,OLTA-TSF,Lease Agreement,Acceptable explanation,"Germantown 20874
(39.158483, -77.280856)"
44078,SILVER SPRING,20906,04/14/2022,05/10/2022,OLTA-TSF,Retaliatory Eviction,Service performed or corrected,"SILVER SPRING 20906
(39.083452, -77.060664)"
45197,ROCKVILLE,20852,06/10/2022,11/18/2022,OLTA-TMF,Lease Agreement,Service performed or corrected,"ROCKVILLE 20852
(39.04539, -77.11398)"
40080,CHEVY CHASE,20815,07/01/2019,07/02/2019,OLTA-TMF,Lease Agreement-Early Termination,Acceptable explanation,"CHEVY CHASE 20815
(38.982537, -77.079131)"
30245,Gaithersburg,20877,07/02/2008,08/19/2008,OLTA-TSF,Security Deposit,Refund (payments/deposits),"Gaithersburg 20877
(39.140752, -77.187359)"
40349,BURTONSVILLE,20866,10/15/2019,01/08/2021,OLTA-TSF,Security Deposit,Other- no communication from tenant,"BURTONSVILLE 20866
(39.103016, -76.935049)"
36197,Silver Spring,20910,11/02/2016,06/06/2017,OLTA-TMF,Lease Agreement,Acceptable explanation,"Silver Spring 20910
(39.001851, -77.034885)"
38197,SILVER SPRING,20910,05/01/2018,05/17/2018,OLTA-TMF,Security Deposit,Acceptable explanation,"SILVER SPRING 20910
(39.001851, -77.034885)"
36619,Germantown,20874,07/12/2017,07/13/2017,OLTA-TSF,Lease Agreement,Non-jurisdiction-Room Rental,"Germantown 20874
(39.158483, -77.280856)"
33694,Silver Spring,20910,02/07/2013,05/07/2013,OLTA-TMF,Fee,Refund (payments/deposits),"Silver Spring 20910
(39.001851, -77.034885)"
34199,Bethesda,20817,11/21/2013,12/03/2013,OLTA-TSF,Security Deposit,Refund (payments/deposits),"Bethesda 20817
(38.998099, -77.143306)"
48131,SILVER SPRING,20910,05/24/2023,06/13/2023,OLTA-TMF,Security Deposit,Refund/Rent Credit,"SILVER SPRING 20910
(38.99308000000008, -77.02378999999996)"
41199,SILVER SPRING,20906,02/10/2021,02/10/2021,OLTA-LSF,Failure to Pay Rent,No jurisdiction,"SILVER SPRING 20906
(39.083452, -77.060664)"
33453,Germantown,20874,09/19/2012,10/01/2012,OLTA-TSF,Harassment,Lease provision honored,"Germantown 20874
(39.158483, -77.280856)"
45201,BETHESDA,20816,06/10/2022,10/26/2022,OLTA-TSF,Security Deposit,Refund (payments/deposits),"BETHESDA 20816
(38.95604, -77.11783)"
40452,SILVER SPRING,20910,12/16/2019,11/25/2020,OLTA-TSF,Security Deposit,Refund (payments/deposits),"SILVER SPRING 20910
(39.001851, -77.034885)"
42968,KENSINGTON,20895,02/24/2022,07/21/2022,OLTA-LSF,Fee,Settlement Agreement,"KENSINGTON 20895
(39.027698, -77.077422)"
38032,Silver Spring,20910,01/26/2018,01/30/2018,OLTA-TMF,Maintenance - Hot/Cold Water,Service performed or corrected,"Silver Spring 20910
(39.001851, -77.034885)"
33439,Derwood,20855,09/10/2012,10/12/2012,OLTA-TSF,Fee,Settlement Agreement,"Derwood 20855
(39.134606, -77.141459)"
39745,GERMANTOWN,20874,01/25/2019,01/25/2019,OLTA-TSF,No Jurisdiction - Room Rental,No jurisdiction,"GERMANTOWN 20874
(39.158483, -77.280856)"
34663,Rockville,20850,08/19/2014,10/01/2014,OLTA-TMF,Security Deposit,Refund/Rent Credit,"Rockville 20850
(39.092462, -77.178614)"
34278,Gaithersburg,20879,01/10/2014,01/13/2014,OLTA-TMF,Quit and Vacate,Referred to a MD State Government agency,"Gaithersburg 20879
(39.169098, -77.182742)"
31783,Wheaton,20904,06/30/2010,08/12/2010,OLTA-TMF,Security Deposit,Acceptable explanation,"Wheaton 20904
(39.066507, -76.979098)"
33757,Chevy Chase,20815,03/26/2013,05/08/2013,OLTA-TSF,Security Deposit,Settlement Agreement,"Chevy Chase 20815
(38.982537, -77.079131)"
31971,North Bethesda,20852,09/13/2010,11/15/2010,OLTA-TMF,Fee,Refund/Rent Credit,"North Bethesda 20852
(39.050009, -77.125351)"
39963,SILVER SPRING,20904,05/10/2019,09/10/2019,OLTA-TMF,Quit and Vacate,Other- no communication from tenant,"SILVER SPRING 20904
(39.066507, -76.979098)"
31924,Derwood,20855,08/25/2010,11/03/2010,OLTA-TSF,Security Deposit,Referred to Landlord-Tenant Commission,"Derwood 20855
(39.134606, -77.141459)"
36510,Silver Spring,20902,05/10/2017,01/04/2018,OLTA-TSF,Security Deposit,Acceptable explanation,"Silver Spring 20902
(39.042613, -77.046758)"
35696,Mont. Village,20886,02/16/2016,03/18/2016,OLTA-TSF,Security Deposit,Acceptable explanation,"Mont. Village 20886
(39.179257, -77.193738)"
38245,SILVER SPRING,20904,06/01/2018,06/14/2018,OLTA-TMF,Rent Payment History,Acceptable explanation,"SILVER SPRING 20904
(39.066507, -76.979098)"
40693,MONTGOMERY VILLAGE,20886,03/20/2020,07/24/2020,OLTA-TMF,Lease Agreement-Early Termination,Refund/Rent Credit,"MONTGOMERY VILLAGE 20886
(39.179257, -77.193738)"
40152,GAITHERSBURG,20879,07/31/2019,08/08/2019,OLTA-TMF,Maintenance - Infestation,Refer to Code Enforcement,"GAITHERSBURG 20879
(39.169098, -77.182742)"
36568,Silver Spring,20902,06/15/2017,03/20/2018,OLTA-TMF,Fee,Acceptable explanation,"Silver Spring 20902
(39.042613, -77.046758)"
31666,Silver Spring,20910,05/12/2010,07/30/2010,OLTA-TMF,Rent Payment History,Service performed or corrected,"Silver Spring 20910
(39.001851, -77.034885)"
38352,SILVER SPRING,20901,07/20/2018,02/08/2019,OLTA-TMF,Security Deposit,Refund (payments/deposits),"SILVER SPRING 20901
(39.020211, -77.009764)"
36689,Silver Spring,20906,08/15/2017,02/18/2018,OLTA-TMF,Rent Payment History,Service performed or corrected,"Silver Spring 20906
(39.083452, -77.060664)"
34130,Silver Spring,20910,10/11/2013,04/28/2014,OLTA-TSF,Security Deposit,Complaint withdrawn,"Silver Spring 20910
(39.001851, -77.034885)"
35780,Gaithersburg,20886,04/07/2016,05/22/2016,OLTA-TSF,Security Deposit,Acceptable explanation,"Gaithersburg 20886
(39.179257, -77.193738)"
36399,Silver Spring,20901,02/17/2017,03/10/2017,OLTA-TMF,Quit and Vacate,Acceptable explanation,"Silver Spring 20901
(39.020211, -77.009764)"
39589,ROCKVILLE,20851,10/25/2018,01/28/2020,OLTA-TMF,Submetering,Complaint withdrawn,"ROCKVILLE 20851
(39.07701, -77.123831)"
39542,ROCKVILLE,20852,10/09/2018,12/06/2018,OLTA-TMF,Lease Agreement,Settlement Agreement,"ROCKVILLE 20852
(39.050009, -77.125351)"
38433,MONTGOMERY VILLAGE,20886,08/21/2018,08/20/2019,OLTA-TMF,Maintenance - Infestation,Refund (payments/deposits),"MONTGOMERY VILLAGE 20886
(39.179257, -77.193738)"
36901,Germantown,20874,11/10/2017,11/09/2017,OLTA-TMF,Eviction,Acceptable explanation,"Germantown 20874
(39.158483, -77.280856)"
32859,Silver Spring,20910,10/11/2011,10/12/2011,OLTA-TMF,Maintenance- General,Referred to a Montgomery County Agency,"Silver Spring 20910
(39.001851, -77.034885)"
34112,Silver Spring,20903,10/08/2013,12/02/2013,OLTA-TMF,Quit and Vacate,Acceptable explanation,"Silver Spring 20903
(39.016139, -76.982897)"
35762,Silver Spring,20910,03/21/2016,05/26/2016,OLTA-TMF,Fee,Settlement Agreement,"Silver Spring 20910
(39.001851, -77.034885)"
38216,SILVER SPRING,20906,05/10/2018,05/30/2018,OLTA-TMF,Eviction,Referred to a MD State Government agency,"SILVER SPRING 20906
(39.083452, -77.060664)"
33503,Silver Spring,20901,10/18/2012,01/23/2012,OLTA-TSF,Security Deposit,Referred to Landlord-Tenant Commission,"Silver Spring 20901
(39.020211, -77.009764)"
32919,Silver Spring,20910,11/02/2011,12/30/2012,OLTA-TMF,Rent Increase,Acceptable explanation,"Silver Spring 20910
(39.001851, -77.034885)"
30736,Rockville,20850,03/17/2009,03/17/2009,OLTA-TSF,No Jurisdiction-Geographical,Non-jurisdiction-Geographic Location,"Rockville 20850
(39.092462, -77.178614)"
35911,Silver Spring,20905,06/10/2016,06/20/2016,OLTA-TSF,Fee,Referred to a Montgomery County Agency,"Silver Spring 20905
(39.10859, -76.99368)"
42972,SILVER SPRING,20901,02/25/2022,04/29/2022,OLTA-TSF,Money Damage - General,Service performed or corrected,"SILVER SPRING 20901
(39.020211, -77.009764)"
34444,North Bethesda,20852,04/30/2014,06/30/2014,OLTA-TMF,Lease Agreement,Acceptable explanation,"North Bethesda 20852
(39.050009, -77.125351)"
31078,Bethesda,20817,09/01/2009,01/31/2010,OLTA-TSF,Lease Agreement,Settlement Agreement,"Bethesda 20817
(38.998099, -77.143306)"
32746,Germantown,20874,08/23/2011,09/20/2011,OLTA-TMF,Security Deposit,Acceptable explanation,"Germantown 20874
(39.158483, -77.280856)"
35522,Potomac,20854,10/26/2015,12/30/2015,OLTA-TSF,Security Deposit,Refund (payments/deposits),"Potomac 20854
(39.038266, -77.203413)"
36228,Silver Spring,20910,11/10/2016,01/25/2017,OLTA-TMF,Lease Agreement,Service performed or corrected,"Silver Spring 20910
(39.001851, -77.034885)"
40113,SILVER SPRING,20901,07/18/2019,09/26/2019,OLTA-TMF,Fee,Refund/Rent Credit,"SILVER SPRING 20901
(39.020211, -77.009764)"
34107,Silver Spring,20904,10/01/2013,10/29/2013,OLTA-TSF,Maintenance- General,Complaint noted for the record,"Silver Spring 20904
(39.066507, -76.979098)"
34413,Mont. Village,20886,04/15/2014,06/10/2014,OLTA-TMF,Rent Increase,Acceptable explanation,"Mont. Village 20886
(39.179257, -77.193738)"
